de;haeufigkeit;streuung;verdacht;prompt_rang;kapitel_anzahl;kapitel
Kislew;5;0.4;;1;2;3. Mose 22|Nehemia 1
Sonnensäulen;5;0.8;ja;1;4;3. Mose 26|Hesekiel 6|Jesaja 16|Jesaja 27
Nethaneel;5;0.8;ja;1;4;4. Mose 6|4. Mose 9|Nehemia 11|Nehemia 12
Ammiel;5;0.4;;1;2;2. Samuel 8|4. Mose 13
Grüne;5;0.4;;1;2;4. Mose 22|Hesekiel 21
Zippors;5;0.6;;1;3;4. Mose 22|4. Mose 23|Josua 24
Tirza;5;0.8;ja;1;4;4. Mose 26|Hohelied 4|Josua 12|Josua 17
Festzeiten;5;0.6;;1;3;4. Mose 28|Hesekiel 45|Jesaja 1
Spangen;5;0.8;ja;1;4;2. Samuel 1|4. Mose 32|Hesekiel 16|Hesekiel 23
Zedad;5;0.4;;1;2;4. Mose 34|Hesekiel 47
Gaditern;5;0.8;ja;1;4;5. Mose 2|5. Mose 29|Josua 1|Josua 12
Beth-Peor;5;0.6;;1;3;5. Mose 33|5. Mose 4|Josua 14
Autonomie;5;1.0;ja;1;5;5. Mose 4|Nehemia 2|Psalmen 61|Psalmen 65|Psalmen 85
Libanons;5;0.8;ja;1;4;5. Mose 9|Hesekiel 30|Jeremia 23|Jesaja 2
Zeremonien;5;0.8;ja;1;4;5. Mose 12|5. Mose 26|Hosea 4|Jesaja 28
Elul;5;0.8;ja;1;4;5. Mose 18|Haggai 1|Nehemia 1|Nehemia 6
Juni;5;1.0;ja;1;5;1. Samuel 12|1. Samuel 6|3. Mose 23|5. Mose 18|Hesekiel 1
Verteidigungsanlagen;5;1.0;ja;1;5;Hesekiel 12|Hosea 7|Jesaja 23|Josua 2|Nahum 2
Merom;5;0.6;;1;3;Josua 10|Josua 12|Josua 19
Taanach;5;0.6;;1;3;Josua 12|Josua 17|Josua 21
Medeba;5;0.6;;1;3;Jesaja 14|Josua 12|Josua 14
Baala;5;0.4;;1;2;Josua 14|Josua 16
Sanoach;5;0.6;;1;3;Josua 16|Nehemia 11|Nehemia 3
Schunem;5;0.6;;1;3;1. Samuel 28|Hohelied 6|Josua 19
Golan;5;0.4;;1;2;Josua 20|Josua 21
Kurz;5;1.2;ja;1;6;1. Samuel 2|Jeremia 28|Jeremia 49|Jesaja 7|Nehemia 9|Psalmen 50
Ikabod;5;0.4;;1;2;1. Samuel 4|Hesekiel 10
Philister-Städte;5;1.0;ja;1;5;1. Samuel 17|1. Samuel 4|1. Samuel 6|1. Samuel 7|Sacharja 9
Mäuse;5;0.6;;1;3;1. Samuel 6|1. Samuel 7|Jesaja 66
Kleinodien;5;1.0;ja;1;5;1. Samuel 6|Hesekiel 23|Hosea 10|Jesaja 2|Joel 2
Brennholz;5;0.8;ja;1;4;1. Samuel 6|2. Samuel 24|Jesaja 40|Jesaja 44
Thronfolger;5;0.6;;1;3;1. Samuel 12|1. Samuel 18|2. Samuel 13
Errungenschaften;5;1.0;ja;1;5;1. Samuel 14|Hesekiel 27|Jesaja 10|Jesaja 42|Jesaja 44
Depression;5;1.0;ja;1;5;1. Samuel 16|Jeremia 21|Jesaja 19|Psalmen 75|Psalmen 78
Wurfspieß;5;1.0;ja;1;5;1. Samuel 17|Hiob 33|Hiob 40|Hiob 42|Jeremia 6
Hachila;5;0.4;;1;2;1. Samuel 23|1. Samuel 26
Beth-Schan;5;0.4;;1;2;1. Samuel 31|2. Samuel 11
Verräter;5;1.0;ja;1;5;2. Samuel 3|Jeremia 37|Psalmen 51|Psalmen 55|Psalmen 58
Lodebar;5;0.4;;1;2;2. Samuel 18|2. Samuel 8
Harmonie;5;1.0;ja;1;5;2. Samuel 14|Hesekiel 1|Hiob 1|Psalmen 72|Psalmen 85
Kidron;5;0.6;;1;3;2. Samuel 15|Jeremia 31|Nehemia 2
Schrecknisse;5;1.0;ja;1;5;Hiob 18|Jesaja 2|Psalmen 45|Psalmen 88|Psalmen 91
Remaljas;5;0.4;;1;2;Jesaja 7|Jesaja 8
Kriegsgerät;5;1.0;ja;1;5;Hesekiel 1|Hosea 2|Jeremia 51|Jesaja 10|Psalmen 75
Feuersglut;5;0.6;;1;3;Jesaja 10|Psalmen 140|Sprüche 24
Grimms;5;0.8;ja;1;4;Jesaja 10|Jesaja 52|Jesaja 65|Psalmen 102
Arpad;5;0.6;;1;3;Jeremia 49|Jesaja 10|Jesaja 37
Prahlerei;5;0.6;;1;3;Jeremia 24|Jesaja 10|Jesaja 13
Schößling;5;1.0;ja;1;5;Hesekiel 18|Hiob 18|Jesaja 11|Jesaja 14|Jesaja 52
Gazellen;5;0.8;ja;1;4;Hohelied 2|Hohelied 4|Hohelied 8|Jesaja 13
Sargon;5;0.6;;1;3;Jesaja 16|Jesaja 19|Jesaja 21
Frohlocken;5;1.0;ja;1;5;Hiob 20|Jeremia 48|Jesaja 35|Joel 1|Psalmen 45
Monarch;5;0.8;ja;1;4;Jesaja 38|Jesaja 44|Psalmen 110|Sprüche 31
Sabäer;5;0.6;;1;3;Hiob 2|Jesaja 43|Jesaja 45
Reichtümer;5;0.8;ja;1;4;Hesekiel 27|Jesaja 44|Psalmen 119|Psalmen 128
Regierungsjahr;5;1.0;ja;1;5;Jeremia 1|Jeremia 24|Jeremia 31|Jeremia 46|Nehemia 12
Ben-Hinnom;5;0.4;;1;2;Jeremia 19|Jeremia 8
Hindin;5;0.6;;1;3;Jeremia 13|Psalmen 20|Sprüche 4
Kriegslärm;5;0.8;ja;1;4;Hosea 10|Jeremia 21|Jeremia 48|Jeremia 50
Necho;5;0.6;;1;3;Hesekiel 20|Hesekiel 30|Jeremia 46
Gesichten;5;0.6;;1;3;Hesekiel 40|Hesekiel 8|Hosea 10
Pelatja;5;0.4;;1;2;Hesekiel 10|Nehemia 9
Ratschläge;5;0.8;ja;1;4;Hesekiel 10|Hiob 13|Hiob 6|Hosea 10
Begriffen;5;1.0;ja;1;5;Hesekiel 12|Hesekiel 21|Hiob 13|Psalmen 31|Psalmen 48
Wölfe;5;0.4;;1;2;Habakuk 1|Hesekiel 22
Elfenbein;5;0.6;;1;3;Hesekiel 27|Hohelied 8|Psalmen 45
Syene;5;0.4;;1;2;Hesekiel 29|Hesekiel 30
Golgatha;5;1.0;ja;1;5;Hesekiel 40|Maleachi 3|Sacharja 13|Sacharja 14|Sacharja 3
Schealtiels;5;0.4;;1;2;Haggai 1|Nehemia 11
Scheu;5;0.6;;1;3;Hiob 10|Psalmen 65|Sacharja 13
Persönliche;5;0.6;;1;3;Psalmen 107|Psalmen 137|Psalmen 25
Flehens;5;1.0;ja;1;5;Psalmen 128|Psalmen 140|Psalmen 31|Psalmen 65|Psalmen 85
Würzwein;5;0.6;;1;3;Hohelied 8|Psalmen 75|Sprüche 23
Gesprächszyklus;5;0.8;ja;1;4;Hiob 13|Hiob 15|Hiob 2|Hiob 20
Serebja;5;0.4;;1;2;Nehemia 12|Nehemia 9
Kadmiel;5;0.4;;1;2;Nehemia 11|Nehemia 9
Secharja;5;0.4;;1;2;Nehemia 11|Nehemia 12
Seen;4;1.0;ja;1;4;1. Mose 1|1. Mose 7|5. Mose 7|Jesaja 42
Kreaturen;4;1.0;ja;1;4;1. Mose 1|Hiob 40|Jesaja 2|Psalmen 40
Dunst;4;0.75;;1;3;1. Mose 2|Jesaja 30|Psalmen 147
Dreck;4;1.0;ja;1;4;1. Mose 2|Habakuk 1|Hiob 6|Jesaja 27
Babylonien;4;0.75;;1;3;1. Mose 2|Hesekiel 21|Sacharja 1
Südosten;4;0.75;;1;3;1. Mose 2|5. Mose 2|Jeremia 23
Eingriff;4;0.75;;1;3;1. Mose 2|1. Mose 34|Jeremia 3
Betracht;4;1.0;ja;1;4;1. Mose 2|Hiob 2|Jesaja 64|Psalmen 48
Evas;4;0.5;;1;2;1. Mose 3|3. Mose 13
Beine;4;0.75;;1;3;1. Mose 3|Hesekiel 1|Hesekiel 16
Rollen;4;0.75;;1;3;1. Mose 3|Jesaja 66|Psalmen 107
Kenan;4;0.25;;1;1;1. Mose 4
Paare;4;0.75;;1;3;1. Mose 6|2. Mose 27|Psalmen 7
Türkei;4;1.0;ja;1;4;1. Mose 23|1. Mose 8|Hesekiel 27|Hesekiel 37
Sisera;4;0.75;;1;3;1. Mose 8|Josua 19|Psalmen 82
Jobab;4;0.75;;1;3;1. Mose 10|1. Mose 37|Josua 10
Terachs;4;0.75;;1;3;1. Mose 11|1. Mose 12|1. Mose 32
Juwelen;4;1.0;ja;1;4;1. Mose 14|1. Mose 41|2. Mose 10|Josua 8
Stadtstaaten;4;1.0;ja;1;4;1. Mose 14|1. Mose 35|1. Samuel 7|Josua 10
Siddim;4;0.25;;1;1;1. Mose 14
Halbinsel;4;1.0;ja;1;4;1. Mose 14|1. Mose 21|1. Samuel 25|2. Mose 10
Kämpfern;4;1.0;ja;1;4;1. Mose 14|2. Samuel 21|2. Samuel 22|2. Samuel 24
Angaben;4;1.0;ja;1;4;1. Mose 14|1. Mose 15|2. Mose 39|2. Samuel 12
Südlich;4;1.0;ja;1;4;1. Mose 15|5. Mose 1|Josua 10|Nehemia 6
Hagars;4;0.75;;1;3;1. Mose 15|1. Mose 21|Psalmen 82
Bekräftigungen;4;0.75;;1;3;1. Mose 17|Psalmen 4|Psalmen 50
Verkehr;4;0.75;;1;3;1. Mose 19|2. Mose 23|Jesaja 33
Kindeskindern;4;1.0;ja;1;4;1. Mose 21|2. Mose 34|5. Mose 4|Jeremia 2
Kirjat-Arba;4;1.0;ja;1;4;1. Mose 23|1. Mose 35|Josua 16|Josua 20
Geschenken;4;0.75;;1;3;1. Mose 24|Jesaja 2|Psalmen 45
Neid;4;1.0;ja;1;4;1. Mose 27|1. Mose 30|1. Mose 44|Hiob 4
Genau;4;1.0;ja;1;4;1. Mose 27|2. Mose 4|4. Mose 19|Maleachi 3
Vorstellungen;4;1.0;ja;1;4;1. Mose 28|Hesekiel 22|Hiob 27|Maleachi 2
Schaddai;4;0.75;;1;3;1. Mose 28|Hiob 38|Maleachi 1
Elementen;4;1.0;ja;1;4;1. Mose 28|Jeremia 49|Psalmen 22|Psalmen 4
Abstand;4;1.25;ja;1;5;1. Mose 30|1. Samuel 6|Hesekiel 40|Josua 2|Sprüche 21
Streifen;4;0.75;;1;3;1. Mose 30|2. Mose 38|Josua 19
Trinkwasser;4;1.0;ja;1;4;1. Mose 30|2. Mose 15|2. Mose 7|Josua 2
Hausrat;4;0.75;;1;3;1. Mose 31|1. Mose 45|2. Mose 21
Baals;4;1.0;ja;1;4;1. Mose 31|1. Samuel 4|4. Mose 23|Jeremia 6
Jerobeam;4;1.0;ja;1;4;1. Mose 31|Hesekiel 23|Hosea 4|Jesaja 11
Heiligtümern;4;1.0;ja;1;4;1. Mose 31|2. Mose 23|2. Mose 24|Hesekiel 44
Heimkehr;4;0.75;;1;3;1. Mose 32|1. Mose 35|Psalmen 128
Bescheid;4;1.0;ja;1;4;1. Mose 37|3. Mose 25|Hiob 38|Jeremia 39
Freveltat;4;1.0;ja;1;4;1. Mose 38|4. Mose 5|Hesekiel 4|Jesaja 2
Mahlzeiten;4;1.0;ja;1;4;1. Mose 40|Hesekiel 22|Hesekiel 4|Nehemia 2
Vorschlag;4;1.0;ja;1;4;1. Mose 42|1. Samuel 31|1. Samuel 9|2. Mose 19
Erneut;4;1.0;ja;1;4;1. Mose 43|Haggai 2|Hiob 26|Sacharja 5
Amtes;4;1.0;ja;1;4;1. Mose 44|2. Mose 27|3. Mose 20|Maleachi 2
Ernten;4;0.75;;1;3;1. Mose 45|2. Mose 24|3. Mose 25
Pallu;4;0.75;;1;3;1. Mose 45|2. Mose 6|4. Mose 25
Mägden;4;1.0;ja;1;4;1. Mose 45|2. Samuel 7|Jeremia 34|Nehemia 4
Ziegeln;4;0.5;;1;2;2. Mose 1|2. Mose 6
Reife;4;1.0;ja;1;4;1. Samuel 2|2. Mose 1|Psalmen 79|Sprüche 16
Schreiben;4;1.0;ja;1;4;2. Mose 1|2. Mose 17|Jeremia 30|Psalmen 107
Nachfrage;4;0.75;;1;3;2. Mose 3|2. Mose 4|4. Mose 9
Adonai;4;0.75;;1;3;2. Mose 3|Jesaja 3|Maleachi 1
Dokument;4;1.0;ja;1;4;2. Mose 4|5. Mose 28|Jesaja 30|Nehemia 2
Unwillen;4;0.75;;1;3;2. Mose 4|5. Mose 29|5. Mose 32
Zuvor;4;1.0;ja;1;4;2. Mose 4|4. Mose 35|Jeremia 3|Josua 8
Dokumente;4;1.0;ja;1;4;2. Mose 17|2. Mose 6|2. Mose 7|Hiob 38
Jizhar;4;0.5;;1;2;2. Mose 6|4. Mose 2
Misael;4;0.75;;1;3;2. Mose 6|3. Mose 9|Nehemia 7
Amminadabs;4;0.75;;1;3;2. Mose 6|4. Mose 1|4. Mose 6
Mitternacht;4;1.0;ja;1;4;2. Mose 10|2. Mose 12|2. Mose 8|Psalmen 118
Ungewöhnliches;4;1.0;ja;1;4;2. Mose 10|2. Mose 19|4. Mose 6|Jesaja 28
Sonnenschein;4;0.75;;1;3;2. Mose 10|Hiob 8|Jesaja 19
Kräutern;4;1.0;ja;1;4;2. Mose 12|4. Mose 9|Hiob 40|Hohelied 1
Lass;4;1.0;ja;1;4;2. Mose 12|Hohelied 1|Hohelied 2|Psalmen 119
Gibt;4;1.0;ja;1;4;1. Samuel 21|2. Mose 13|Jesaja 21|Jesaja 44
Dophka;4;0.5;;1;2;2. Mose 16|4. Mose 32
Dieselben;4;1.0;ja;1;4;2. Mose 19|4. Mose 1|Jesaja 33|Jesaja 44
Nächster;4;0.75;;1;3;2. Mose 20|5. Mose 6|Sprüche 24
Töten;4;0.5;;1;2;2. Mose 20|Habakuk 2
Lebensstil;4;1.0;ja;1;4;2. Mose 23|Hesekiel 23|Jesaja 27|Psalmen 13
Lebensbereich;4;0.75;;1;3;2. Mose 23|3. Mose 11|5. Mose 12
Widderfelle;4;0.75;;1;3;2. Mose 24|2. Mose 34|2. Mose 36
Beiträge;4;0.75;;1;3;2. Mose 24|Nehemia 7|Psalmen 137
Einblick;4;1.0;ja;1;4;1. Samuel 25|2. Mose 27|Hiob 26|Sprüche 31
Einfassungen;4;0.75;;1;3;2. Mose 28|2. Mose 38|2. Mose 39
Gürtels;4;1.0;ja;1;4;2. Mose 28|2. Mose 39|Jeremia 12|Jesaja 3
Schelle;4;0.5;;1;2;2. Mose 28|2. Mose 39
Befragungen;4;1.0;ja;1;4;1. Samuel 23|2. Mose 28|Jeremia 37|Jesaja 8
Hurs;4;1.0;ja;1;4;2. Mose 31|2. Mose 36|2. Mose 38|Nehemia 3
Zimt;4;0.75;;1;3;2. Mose 31|Hohelied 4|Sprüche 7
Ohrringe;4;0.75;;1;3;2. Mose 31|2. Mose 34|4. Mose 32
Geflügel;4;0.75;;1;3;3. Mose 1|Nehemia 6|Psalmen 78
Aberglauben;4;1.0;ja;1;4;3. Mose 17|3. Mose 19|3. Mose 7|Jesaja 2
Kleingetier;4;0.5;;1;2;3. Mose 11|5. Mose 15
Symptome;4;1.0;ja;1;4;3. Mose 13|Hiob 31|Psalmen 102|Psalmen 9
Infektion;4;0.5;;1;2;3. Mose 13|3. Mose 14
Fellen;4;0.5;;1;2;3. Mose 14|4. Mose 31
Fellwerk;4;0.25;;1;1;3. Mose 14
Ausflusses;4;0.5;;1;2;3. Mose 15|3. Mose 16
Oktober;4;0.75;;1;3;3. Mose 16|3. Mose 17|5. Mose 18
Bereiche;4;1.0;ja;1;4;3. Mose 17|Jesaja 58|Joel 1|Psalmen 28
Verhör;4;0.75;;1;3;3. Mose 20|Hiob 38|Hiob 40
Wochenfest;4;0.75;;1;3;3. Mose 22|4. Mose 28|Psalmen 119
Adar;4;0.75;;1;3;3. Mose 22|5. Mose 18|Josua 14
März-April;4;0.5;;1;2;3. Mose 22|Josua 4
Ungesäuerte;4;0.75;;1;3;3. Mose 22|3. Mose 23|Hesekiel 45
Härte;4;0.5;;1;2;3. Mose 26|Hesekiel 3
Familienangehörige;4;1.0;ja;1;4;3. Mose 26|4. Mose 6|Jeremia 19|Josua 8
Schwindsucht;4;0.75;;1;3;3. Mose 26|5. Mose 28|Jesaja 10
Wahre;4;1.0;ja;1;4;3. Mose 27|Sprüche 10|Sprüche 13|Sprüche 31
Gamliel;4;0.5;;1;2;4. Mose 1|4. Mose 2
Zuars;4;0.75;;1;3;4. Mose 1|4. Mose 6|4. Mose 9
Tätigkeiten;4;1.0;ja;1;4;4. Mose 2|4. Mose 6|Nehemia 12|Psalmen 22
Quasten;4;0.5;;1;2;4. Mose 15|5. Mose 22
Versagens;4;1.0;ja;1;4;4. Mose 15|Jesaja 43|Jesaja 54|Nehemia 12
Feigenbäume;4;1.0;ja;1;4;4. Mose 20|5. Mose 7|Nahum 2|Psalmen 105
Obot;4;0.5;;1;2;4. Mose 20|4. Mose 33
Kleines;4;1.0;ja;1;4;1. Samuel 20|1. Samuel 23|1. Samuel 25|4. Mose 22
Stecken;4;0.75;;1;3;4. Mose 23|Jesaja 10|Psalmen 22
Machla;4;0.75;;1;3;4. Mose 26|4. Mose 35|Josua 17
Hogla;4;0.75;;1;3;4. Mose 26|4. Mose 35|Josua 17
Elale;4;0.25;;1;1;4. Mose 32
Jairs;4;0.75;;1;3;4. Mose 32|5. Mose 2|Josua 14
Leider;4;1.0;ja;1;4;1. Samuel 15|4. Mose 34|5. Mose 30|Hesekiel 35
Auseinandersetzungen;4;1.0;ja;1;4;1. Samuel 31|5. Mose 1|Sacharja 8|Sprüche 24
Ansprache;4;0.75;;1;3;2. Samuel 22|5. Mose 4|Hiob 10
Zitate;4;1.0;ja;1;4;5. Mose 6|Hiob 42|Psalmen 118|Psalmen 20
Merkmal;4;1.0;ja;1;4;1. Samuel 25|5. Mose 30|5. Mose 6|Nahum 1
Charakters;4;1.0;ja;1;4;2. Samuel 7|5. Mose 7|Habakuk 2|Josua 24
Hornissen;4;0.5;;1;2;5. Mose 7|Josua 24
Tabeera;4;0.25;;1;1;5. Mose 9
Mosts;4;1.0;ja;1;4;5. Mose 12|5. Mose 15|5. Mose 18|Joel 1
Erzeugnisse;4;1.0;ja;1;4;2. Samuel 4|5. Mose 15|5. Mose 23|Hesekiel 27
März;4;2.5;ja;1;10;2. Mose 12|3. Mose 22|3. Mose 23|5. Mose 10|5. Mose 15|5. Mose 18|Hesekiel 1|Hesekiel 45|Nehemia 1|Nehemia 2
Kislev;4;0.75;;1;3;5. Mose 18|Haggai 2|Sacharja 7
August;4;0.75;;1;3;5. Mose 18|Haggai 1|Jeremia 34
Parallelen;4;1.0;ja;1;4;5. Mose 18|5. Mose 28|Hiob 15|Psalmen 16
Wurde;4;1.0;ja;1;4;1. Samuel 2|5. Mose 20|Jeremia 48|Jesaja 66
Genüge;4;1.0;ja;1;4;5. Mose 20|Jesaja 52|Jesaja 54|Sprüche 30
Aspekte;4;1.0;ja;1;4;2. Samuel 7|5. Mose 26|Jeremia 31|Sprüche 1
Holzhauer;4;0.75;;1;3;5. Mose 29|Jeremia 46|Josua 9
Gleichzeitig;4;1.0;ja;1;4;5. Mose 31|5. Mose 32|Jesaja 2|Jesaja 56
Grün;4;1.0;ja;1;4;2. Samuel 22|5. Mose 32|Hiob 38|Psalmen 105
Olivenbäume;4;0.5;;1;2;5. Mose 32|Sacharja 5
Erst;4;1.5;ja;1;6;2. Samuel 11|4. Mose 19|5. Mose 34|Hesekiel 48|Jesaja 23|Maleachi 3
Weiche;4;0.75;;1;3;Hiob 20|Hiob 23|Josua 1
Gaditer;4;1.0;ja;1;4;2. Samuel 24|Josua 12|Josua 22|Josua 4
Sabdi;4;0.25;;1;1;Josua 8
Genaue;4;1.0;ja;1;4;1. Samuel 2|1. Samuel 6|Hesekiel 44|Josua 9
Achschaph;4;0.75;;1;3;Josua 10|Josua 12|Josua 19
Baal-Gad;4;0.5;;1;2;Josua 10|Josua 12
Losentscheid;4;1.0;ja;1;4;1. Samuel 14|1. Samuel 28|Josua 12|Josua 19
Bohans;4;0.5;;1;2;Josua 14|Josua 19
Holon;4;0.5;;1;2;Josua 16|Josua 21
Gilo;4;0.5;;1;2;2. Samuel 15|Josua 16
Gat-Rimmon;4;0.75;;1;3;2. Samuel 5|Josua 19|Josua 21
Timnat-Serach;4;0.5;;1;2;Josua 20|Josua 24
Viehbestand;4;1.0;ja;1;4;Hiob 1|Hiob 2|Hiob 42|Josua 21
Ähnlichkeiten;4;1.0;ja;1;4;1. Samuel 1|1. Samuel 18|1. Samuel 2|Sprüche 10
Sara;4;1.0;ja;1;4;1. Samuel 1|1. Samuel 31|Jesaja 54|Psalmen 112
Ursprünglich;4;1.0;ja;1;4;1. Samuel 28|1. Samuel 6|Jesaja 51|Nehemia 11
Haupteslänge;4;0.75;;1;3;1. Samuel 10|1. Samuel 31|1. Samuel 9
Flöten;4;0.75;;1;3;1. Samuel 10|Hesekiel 27|Jeremia 48
Harfen;4;1.25;ja;1;5;1. Mose 4|1. Samuel 10|2. Samuel 5|Jesaja 14|Nehemia 12
Gibea-Saul;4;0.75;;1;3;1. Samuel 10|1. Samuel 12|1. Samuel 15
Pflugscharen;4;0.75;;1;3;1. Samuel 14|Jesaja 2|Joel 4
Handelns;4;1.0;ja;1;4;1. Samuel 15|1. Samuel 28|Hiob 42|Jesaja 31
Ephes-Dammin;4;0.25;;1;1;1. Samuel 17
Adriel;4;0.5;;1;2;1. Samuel 18|2. Samuel 21
Zutritt;4;1.0;ja;1;4;1. Samuel 23|Jesaja 23|Sacharja 3|Sprüche 18
Tagesanbruch;4;1.0;ja;1;4;1. Samuel 25|2. Samuel 22|Hiob 23|Nehemia 7
Sunem;4;0.5;;1;2;1. Samuel 28|1. Samuel 29
Bemühen;4;1.0;ja;1;4;1. Samuel 29|Habakuk 2|Hiob 15|Sprüche 24
Besor;4;0.5;;1;2;1. Samuel 29|1. Samuel 31
Zerujas;4;0.75;;1;3;2. Samuel 18|2. Samuel 2|2. Samuel 4
Zitadelle;4;0.75;;1;3;2. Samuel 21|2. Samuel 24|2. Samuel 4
Allianzen;4;1.0;ja;1;4;2. Samuel 5|Jesaja 27|Jesaja 30|Nehemia 4
Staatsschreiber;4;0.5;;1;2;2. Samuel 20|2. Samuel 8
Simeas;4;0.75;;1;3;2. Samuel 13|2. Samuel 14|2. Samuel 21
Wehklagen;4;1.0;ja;1;4;2. Samuel 14|Psalmen 137|Psalmen 36|Psalmen 58
Desweiteren;4;1.0;ja;1;4;2. Samuel 22|Hiob 8|Jeremia 28|Maleachi 2
Ergebnisse;4;0.75;;1;3;Jesaja 2|Psalmen 31|Sprüche 11
Ländereien;4;1.0;ja;1;4;Hesekiel 6|Hiob 1|Jesaja 5|Psalmen 50
Bald;4;0.5;;1;2;Jesaja 5|Jesaja 8
Untergangs;4;0.75;;1;3;Hesekiel 26|Jesaja 7|Sacharja 8
Überrests;4;1.0;ja;1;4;Jesaja 51|Jesaja 60|Jesaja 65|Jesaja 8
Oreb;4;0.5;;1;2;Jesaja 11|Psalmen 82
Loblieder;4;1.0;ja;1;4;Hiob 36|Jeremia 30|Jesaja 11|Jesaja 25
Strauße;4;1.0;ja;1;4;Hiob 31|Jeremia 50|Jesaja 13|Jesaja 43
Anstelle;4;1.0;ja;1;4;Jesaja 14|Jesaja 61|Psalmen 69|Psalmen 79
Wiederholungen;4;1.0;ja;1;4;Hiob 31|Jesaja 14|Jesaja 38|Psalmen 48
Nöte;4;1.0;ja;1;4;Jesaja 21|Jesaja 65|Psalmen 91|Sprüche 28
Spanien;4;1.0;ja;1;4;Jesaja 23|Jesaja 66|Psalmen 48|Psalmen 72
Betrunkener;4;0.5;;1;2;Jeremia 23|Jesaja 24
Weingärtner;4;1.0;ja;1;4;Jeremia 49|Jeremia 52|Jesaja 27|Jesaja 61
Perazim;4;0.25;;1;1;Jesaja 28
Theophanie;4;1.0;ja;1;4;Jesaja 28|Psalmen 110|Psalmen 28|Psalmen 50
Töpfergeschirr;4;0.75;;1;3;Jeremia 19|Jesaja 30|Psalmen 1
Wasserbäche;4;0.75;;1;3;Jesaja 31|Joel 1|Sprüche 4
Raubtier;4;0.5;;1;2;Jesaja 35|Psalmen 74
Joach;4;0.5;;1;2;Jesaja 35|Jesaja 37
Bürge;4;0.75;;1;3;Hiob 18|Jesaja 38|Psalmen 119
Wohlgefall;4;1.0;ja;1;4;Hosea 7|Jeremia 10|Jesaja 42|Maleachi 3
Menschliche;4;0.75;;1;3;Jesaja 44|Psalmen 1|Sprüche 16
Züchtigungen;4;0.75;;1;3;Hesekiel 26|Hiob 18|Jesaja 48
Nichtiges;4;0.5;;1;2;Jesaja 58|Psalmen 1
Fackel;4;0.5;;1;2;Jesaja 62|Sacharja 13
Griechenland;4;1.0;ja;1;4;Haggai 1|Hesekiel 27|Jesaja 66|Sacharja 1
Eheherr;4;0.5;;1;2;Jeremia 3|Jeremia 31
Beth-Kerem;4;0.5;;1;2;Jeremia 5|Nehemia 3
Giftwasser;4;0.75;;1;3;Jeremia 10|Jeremia 23|Jeremia 8
Selbstmitleid;4;0.75;;1;3;Jeremia 15|Psalmen 73|Sacharja 7
Gelächter;4;1.0;ja;1;4;Habakuk 1|Jeremia 19|Jeremia 48|Sprüche 28
Bewohnerin;4;0.75;;1;3;Jeremia 21|Jeremia 46|Jeremia 51
Joahas;4;0.5;;1;2;Hesekiel 20|Jeremia 21
Freudengeschrei;4;1.0;ja;1;4;Habakuk 3|Hiob 8|Jeremia 24|Jeremia 34
Scheschak;4;0.5;;1;2;Jeremia 26|Jeremia 51
Hanamel;4;0.25;;1;1;Jeremia 32
Jaasanja;4;0.75;;1;3;Hesekiel 10|Hesekiel 8|Jeremia 36
Delaja;4;0.25;;1;1;Jeremia 36
Gemarja;4;0.25;;1;1;Jeremia 36
Malkija;4;0.5;;1;2;Jeremia 37|Nehemia 7
Anstand;4;0.75;;1;3;Hesekiel 45|Jeremia 37|Sprüche 11
Zeugnissen;4;0.75;;1;3;Jeremia 44|Psalmen 119|Psalmen 28
Belsazar;4;0.5;;1;2;Jeremia 51|Jeremia 52
Fackeln;4;0.75;;1;3;Hesekiel 1|Hiob 42|Nahum 2
Kriegswagen;4;0.5;;1;2;Hesekiel 1|Joel 2
Sturmböcke;4;0.75;;1;3;Hesekiel 22|Hesekiel 26|Hesekiel 4
Wohlleben;4;1.0;ja;1;4;Hesekiel 10|Hiob 20|Sprüche 18|Sprüche 24
Schößlinge;4;1.0;ja;1;4;Hesekiel 18|Hiob 15|Hohelied 4|Hosea 13
Kleinasien;4;0.5;;1;2;Hesekiel 27|Hesekiel 37
Lästerungen;4;0.5;;1;2;Hesekiel 35|Nehemia 9
Höchster;4;0.5;;1;2;Hesekiel 37|Psalmen 91
Katastrophen;4;1.0;ja;1;4;Hiob 2|Joel 2|Psalmen 65|Psalmen 91
Harmageddon;4;1.0;ja;1;4;Joel 2|Sacharja 11|Sacharja 13|Sacharja 9
Kräfte;4;0.75;;1;3;Hiob 38|Hiob 8|Sacharja 5
Feingold;4;0.75;;1;3;Hiob 29|Hiob 31|Psalmen 20
Reflektionen;4;0.5;;1;2;Psalmen 28|Psalmen 38
Aloe;4;0.75;;1;3;Hohelied 4|Psalmen 45|Sprüche 7
Herrensöhne;4;0.5;;1;2;Psalmen 48|Psalmen 62
Befehlen;4;0.25;;1;1;Psalmen 119
Tugend;4;1.0;ja;1;4;Hiob 27|Hiob 29|Sprüche 31|Sprüche 7
Honigseim;4;1.0;ja;1;4;Hohelied 4|Sprüche 16|Sprüche 24|Sprüche 26
Lemuel;4;0.25;;1;1;Sprüche 31
Gewaltige;4;0.25;;1;1;Hiob 33
Lokalkolorit;4;1.0;ja;1;4;Hohelied 1|Hohelied 2|Hohelied 4|Hohelied 6
